artist_uri,isrc
spotify:artist:66CXWjxzNUsdJxJ2JdwvnR,USUM71409723
spotify:artist:0jnsk9HBra6NMjO2oANoPY,USAT21500395
spotify:artist:0ZrpamOxcZybMHGg1AYtHP,USAT21500395
spotify:artist:4tMJliVd96wXoMVNdcOBHp,USAT21500395
spotify:artist:60d24wfXkVzDSfLS6hyCjZ,NLZ541500175
spotify:artist:23zg3TcAtWQy7J6upgbUnj,NLZ541500175
spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx,USUM71508741
spotify:artist:13ubrt8QOOCPljQ2FL1Kca,USUM71508741
spotify:artist:4sTQVOfp9vEMCemLw50sbu,USAT21404265
spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,QM5FT1500006
spotify:artist:4ScCswdRlyA23odg9thgIO,GBAHS1500049
spotify:artist:2wY79sveU1sp5g7SokKOiI,GBUM71308833
spotify:artist:2qxJFvFYMEDqd7ui6kSAcq,USUM71502344
spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx,USUM71502344
spotify:artist:1bj5GrcLom5gZFF5t949Xl,UK98Q1500003
spotify:artist:6M7RdR9ZP52h2mfNLmiHtU,UK98Q1500003
spotify:artist:7KAGJwWQQui8b0uqwXRkSr,DEN061500166
spotify:artist:1Pev5OreOMyqbNsZTTdU1S,DEN061500166
spotify:artist:12xme1fwd3iGEW7rF9b6tp,DEN061500166
spotify:artist:7f5Zgnp2spUuuzKplmRkt7,NLF711403495
spotify:artist:2iUbk5KhZYZt4CRvWbwb7S,USSM11500429
spotify:artist:6c4sUNBgdonFJz8Kx2VsGz,NO5281501010
spotify:artist:4e0nWw2r4BoQSKPQ2zpU13,NO5281501010
spotify:artist:5slpk6nu2IwwKx0EHe3GcL,DEUM71500572
spotify:artist:6vNe5MINTo5QZyR08sBOBA,DEAF71657391
spotify:artist:61ipISvUVa5LkJlKZnm3Oo,DEAF71657391
spotify:artist:67ghKnycRX6VM1xfqJSMlH,DEAF71657391
spotify:artist:7oaSITFPadI3fnIxbv7hTa,GBLAZ1400522
spotify:artist:64hJwJas2snPX2t0qGs1QK,GBLAZ1400522
spotify:artist:5KnoVkIUGmK0PiDKMjz2LM,ITL011400171
spotify:artist:7K9peN1sknRNqPr9YEYedM,ITL011400171
spotify:artist:2LYrT3MG0fYFL2XneK83sZ,DEUM71501535
spotify:artist:7bXgB6jMjp9ATFy66eO08Z,USRC11403042
spotify:artist:5LHRHt1k9lMyONurDHEdrp,USRC11403042
spotify:artist:0Q9slhIaEgg190iG8udYIV,GBSXS1400238
spotify:artist:2Z8ZYYqedbWaOlSsBRVlmQ,DEUM71500202
spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,QM5FT1500064
spotify:artist:1AgxgADPuRIW1wyaA4OKcB,GBFFM1430005
spotify:artist:07FfkbljNIdl45Ijlh1aXS,GBCEN1500422
spotify:artist:6HOBJhMPSZxZEsfTcSPD0m,USCRB1410979
spotify:artist:1whjlG0NSaQytgDIWz10GS,USRC10900386
spotify:artist:2ErWLckuGFl84nGmg5fwyG,ATAI71500006
spotify:artist:7zrkALJ9ayRjzysp4QYoEg,GBCFB1500101
spotify:artist:4ijvN5KmKBcNXDYMP6X9E0,GBCFB1500101
spotify:artist:17xJu7Bm4cv6lKug99ect5,DETM11500011
spotify:artist:42crL07E4WPfVovyUtMpvC,USYAH1400066
spotify:artist:3koiLjNrgRTNbOwViDipeA,USSM11409378
spotify:artist:23fqKkggKUBHNkbKtXEls4,USSM11409378
spotify:artist:4csQIMQm6vI2A2SCVDuM2z,AUFF01400668
spotify:artist:2MuFzH1J5I6gGFYo2qhZmX,USUM71411253
spotify:artist:48Z0MG7G6UQeWYibHpXgQe,SEPQA1500467
spotify:artist:3t5xRXzsuZmMDkQzgOX35S,DEA621501057
spotify:artist:5X1JzPIIonP3u9lA580pPT,DEA621501057
spotify:artist:2UFKXTZgKtOTHSqMSyAcLO,DEUM71502356
spotify:artist:1IueXOQyABrMOprrzwQJWN,GBCEN1500481
spotify:artist:4Yttlv9ndGjCDCVLqM7ACq,DEUM71501571
spotify:artist:6quRLJ5SiWHgcVMoE9TEJj,DEUM71501571
spotify:artist:1uNFoZAHBGtllmzznpCI3s,USUM71511919
spotify:artist:7CajNmpbOovFoOoasH2HaY,GBARL1500704
spotify:artist:5EehXjjMktLuJmbRsM7YfB,GBARL1500704
spotify:artist:4TH4BHy0LdBi3dpBW4P2UX,USRC11501369
spotify:artist:4bYPcJP5jwMhSivRcqie2n,USRC11501369
spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,USUG11500741
spotify:artist:69u5rPwWBKP7pJHpCGB9O5,DEUM71501286
spotify:artist:5yNlFmp5vESd61p6Ob3Qzo,DEUM71501286
spotify:artist:0HSc7yUdNSosxRb2UJnXlz,DEE861500389
spotify:artist:0X2BH1fck6amBIoJhDVmmJ,GBUM71505456
spotify:artist:4bL2B6hmLlMWnUEZnorEtG,DEUM71502573
spotify:artist:6pWL05Wc94cpoX7eS8VhZB,DEUM71502573
spotify:artist:5MouCg6ta7zAxsfMEbc1uh,USUS11500000
spotify:artist:5slpk6nu2IwwKx0EHe3GcL,DEUM71502882
spotify:artist:6prmLEyn4LfHlD9NnXWlf7,USWB11504265
spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx,USUM71508454
spotify:artist:13ubrt8QOOCPljQ2FL1Kca,USUM71508454
spotify:artist:1vCWHaC5f2uS3yhpwWbIA6,CHB701400189
spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,USUG11500737
spotify:artist:4WN5naL3ofxrVBgFpguzKo,GBAHS1400395
spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,GBAHS1400395
spotify:artist:7n2wHs1TKAczGzO7Dd2rGr,USUM71500658
spotify:artist:0bMt8SJlp0gFRUufzifS05,DEUM71500721
spotify:artist:1cH0i2n6YLrWFDDemqztay,DEUM71500721
spotify:artist:23fqKkggKUBHNkbKtXEls4,SEBGA1500224
spotify:artist:7nDsS0l5ZAzMedVRKPP8F1,SEBGA1500224
spotify:artist:6VuMaDnrHyPL1p4EHjYLi7,USAT21500254
spotify:artist:6JL8zeS1NmiOftqZTRgdTz,USAT21500254
spotify:artist:3utZ2yeQk0Z3BCOBWP7Vlu,DEW921400582
spotify:artist:5vBSrE1xujD2FXYRarbAXc,GBUM71501271
spotify:artist:3TVXtAsR1Inumwj472S9r4,USCM51500238
spotify:artist:04gDigrS5kc9YWfZHwBETP,USUM71410340
spotify:artist:6gto7HVNhu4ARE3P3g8Y5Y,DEDG61500092
spotify:artist:2JwyRtuXf2l6sTnSnGVIa1,DEDG61500092
spotify:artist:1vCWHaC5f2uS3yhpwWbIA6,CHB701400188
spotify:artist:1vCWHaC5f2uS3yhpwWbIA6,CHB701400194
spotify:artist:1vCWHaC5f2uS3yhpwWbIA6,CHB701400187
spotify:artist:5r9ztVKKvfGfouL15P2Ixw,DEUM71502897
spotify:artist:2W3QMj8bgNagVT9v9zktdM,DEUM71502897
spotify:artist:1vCWHaC5f2uS3yhpwWbIA6,CHB701400225
spotify:artist:2qxJFvFYMEDqd7ui6kSAcq,USUM71513250
spotify:artist:50JJSqHUf2RQ9xsHs0KMHg,USUM71513250
spotify:artist:4lDBihdpMlOalxy1jkUbPl,USUM71513250
spotify:artist:3nDNDLcZuSto4k9u4AbcLB,DEQ321300483
spotify:artist:6ynopZPMBXcIGBI9M02Un5,DEUM71403573
spotify:artist:1SUu1Bi7ev9HbOzyVC77qD,DEBN21100003
spotify:artist:1lfU1PWrGTCL2qyeV9Og5s,DELJ81331316
spotify:artist:2JBwkmvDiSsduTfWhlvrPB,DELJ81331316
spotify:artist:1SUu1Bi7ev9HbOzyVC77qD,DEBN21400013
spotify:artist:2vOQBaXMoNcAV4wmJmVEWW,TCACI1522444
spotify:artist:2vOQBaXMoNcAV4wmJmVEWW,TCACH1561713
spotify:artist:0X2BH1fck6amBIoJhDVmmJ,GBUM71505461
spotify:artist:3whuHq0yGx60atvA2RCVRW,GBARL1501272
spotify:artist:6YvP6AXefuZ3bROoEVjCiY,DEE861400837
spotify:artist:2Ohz3BAbalahBYLuM836cd,DEE861400837
spotify:artist:0rasA5Z5h1ITtHelCpfu9R,GBARL1500393
spotify:artist:6d7AYr4nvqHPhfPaDLLeRU,USYBL1400347
spotify:artist:5T4UKHhr4HGIC0VzdZQtAE,GBARL1500993
spotify:artist:6hFSukEzqXAkCIcXNnctZ4,GBARL1500993
spotify:artist:4tc9NREea7ncB7JzqdBsj5,GBARL1500993
spotify:artist:1vCWHaC5f2uS3yhpwWbIA6,GBARL1500993
spotify:artist:1HT9jeorSqkirZ9bcMQuKv,GBARL1500993
spotify:artist:08Fba5XNvK4sXAbH68DYPf,TCACI1510141
spotify:artist:1AgxgADPuRIW1wyaA4OKcB,TCACI1510141
spotify:artist:1Zp054Jc86WVKCxKEqZGOA,QMFMG1471602
spotify:artist:1g0fXhQMHAxlRyIBkCbuE7,NLE3T1400013
spotify:artist:0uGApGjjFXKwUOAqYBeX7B,NLE3T1400013
spotify:artist:79hrYiudVcFyyxyJW0ipTy,TCAAZ1171906
spotify:artist:3J28FLi8jjXtUGWf69cP7I,USE830917640
spotify:artist:7MSUfLeTdDEoZiJPDSBXgi,GBBPW1000210
spotify:artist:7yxi31szvlbwvKq9dYOmFI,GBBPW1000210
spotify:artist:6g4q7DPLaVqWGnfMpAb2Yd,GBBPW1000210
spotify:artist:5NGzkF9IHzUf27wfKJmdCf,uscgh1757649
spotify:artist:461wEQPf4xZo6cFF2J206o,CA3GJ1110003
spotify:artist:4Yttlv9ndGjCDCVLqM7ACq,DEUM71501571
spotify:artist:6quRLJ5SiWHgcVMoE9TEJj,DEUM71501571
spotify:artist:3zDRCqOhJXJfS2YWOEwGMC,DKAZA1500233
spotify:artist:5WUlDfRSoLAfcVSX1WnrxN,USRC11502101
spotify:artist:2iUbk5KhZYZt4CRvWbwb7S,USSM11506385
spotify:artist:79A4RmgwxYGIDkqQDUHLXK,USSM11506385
spotify:artist:6prmLEyn4LfHlD9NnXWlf7,USWB11504265
spotify:artist:6quRLJ5SiWHgcVMoE9TEJj,DEUM71400465
spotify:artist:5BcAKTbp20cv7tC5VqPFoC,GMM881500002
spotify:artist:0AWhixY9hX7LEPyPMjh4O0,GMM881500002
spotify:artist:3NoeRIxHApi6qe4yan2Vnn,GMM881500002
spotify:artist:6QeZTS8BrU3r2TYJdA68j9,GMM881500002
spotify:artist:2RE8NwNxsOyuNZDD0jRxHP,GMM881500002
spotify:artist:1vCWHaC5f2uS3yhpwWbIA6,CHB701400134
spotify:artist:1bj5GrcLom5gZFF5t949Xl,UK98Q1500201
spotify:artist:1YPTXq9n1T2Zlw3dLR3Zdf,UK98Q1500201
spotify:artist:58jXqrbY8mAk006MNu3NCv,SEWEA1400103
spotify:artist:4AK6F7OLvEQ5QYCBNiQWHq,GBHMU1500070
spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,GBAHS1500335
spotify:artist:4bL2B6hmLlMWnUEZnorEtG,GBAHS1500335
spotify:artist:4ScCswdRlyA23odg9thgIO,GBAHS1500227
spotify:artist:1Xylc3o4UrD53lo9CvFvVg,SEWEE1500801
spotify:artist:7uMh23xWiuR7zsNkuNcm2G,SEWEE1500801
spotify:artist:7wjeXCtRND2ZdKfMJFu6JC,FRUM71403175
spotify:artist:3pHPYLcX7bnOWcMpyBch1D,FRUM71403175
spotify:artist:5MouCg6ta7zAxsfMEbc1uh,USUS11202574
spotify:artist:4bL2B6hmLlMWnUEZnorEtG,USUS11202574
spotify:artist:7juKTDFlPesGeWQ1GmjmOv,USUM71506622
spotify:artist:6nS5roXSAGhTGr34W6n7Et,GBUM71504534
spotify:artist:2wY79sveU1sp5g7SokKOiI,GBUM71504534
spotify:artist:6UDhlW8uEVBBrqHS3RrKuv,DEDG61500088
spotify:artist:6gto7HVNhu4ARE3P3g8Y5Y,DEDG61500088
spotify:artist:6VD4UEUPvtsemqD3mmTqCR,USUS11202479
spotify:artist:3OYM3jjPVR60kOqmamRRgk,DEQ121218023
spotify:artist:3utZ2yeQk0Z3BCOBWP7Vlu,DEW921400582
spotify:artist:787bCXOIvGeBw0Bc4kEjhD,USRC11400401
spotify:artist:1peH5tSqnYm8W6Bo3I5egE,USSM11408712
spotify:artist:4SqTiwOEdYrNayaGMkc7ia,USSM11509302
spotify:artist:6nDLku5uL3ou60kvCGZorh,USUM70500792
spotify:artist:4k1ELeJKT1ISyDv8JivPpB,GBCEJ1400352
spotify:artist:5ChF3i92IPZHduM7jN3dpg,NLUW21500196
spotify:artist:3foJt1iyL1gs8GigbfGZ10,AUNV01301429
spotify:artist:3CLdnhzY95MNFjtscbbdQ2,DEBL61438880
spotify:artist:1EfwyuCzDQpCslZc8C9gkG,DEBL61438880
spotify:artist:6PXS4YHDkKvl1wkIl4V8DL,QMCE31500250
spotify:artist:2s0yxtiHiyGe6CY4mbDYFi,QMCE31500250
spotify:artist:4AK6F7OLvEQ5QYCBNiQWHq,GBHMU1500104
spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx,USUM71510437
spotify:artist:6PXS4YHDkKvl1wkIl4V8DL,QMCE31500320
spotify:artist:4WN5naL3ofxrVBgFpguzKo,GBAHS1400395
spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,GBAHS1400395
spotify:artist:5MouCg6ta7zAxsfMEbc1uh,USUS11500000
spotify:artist:58jXqrbY8mAk006MNu3NCv,SEWEA1400103
spotify:artist:5MouCg6ta7zAxsfMEbc1uh,USUS11202574
spotify:artist:4bL2B6hmLlMWnUEZnorEtG,USUS11202574
spotify:artist:1Xylc3o4UrD53lo9CvFvVg,SEWEE1500509
spotify:artist:2FXC3k01G6Gw61bmprjgqS,IEACJ1400219
spotify:artist:09kCHZp9iFO2FJNb9lR6G5,QM2PV1515896
spotify:artist:4M5nCE77Qaxayuhp3fVn4V,USSUB0400095
spotify:artist:4jHWpUyRI2rzJVimtasEBF,TCABL1343306
spotify:artist:5HCypjplgh5uQezvBpOfXN,TCABL1343306
spotify:artist:0syIRg9MPSpJIC0QCPUaHB,USCUZ1400008
spotify:artist:2scCthfq8kpZS50gb8koTD,USE830937172
spotify:artist:0fs8oBR1rx7JIXZi75h7Uu,USUM71417674
spotify:artist:4tvKz56Tr39bkhcQUTO0Xr,USUM71418170
spotify:artist:10exVja0key0uqUkk6LJRT,USAT21402869
spotify:artist:4dpARuHxo51G3z768sgnrY,GBBKS1500214
